time,seconds_elapsed,z,y,x
1772709354508040400,0.04204052734375,0.04470598768889904,0.10970551594179123,0.08920775804258882
1772709354518065400,0.0520654296875,0.029081717577576636,0.11276976235061884,0.1061880458727479
1772709354528090400,0.06209033203125,0.028251696494221684,0.11402279461901635,0.10192439707890152
1772709354538115600,0.072115478515625,0.022167992666363715,0.09602434272225946,0.10349858759306371
1772709354548139300,0.08213916015625,0.07564765391945838,0.0888282572057098,0.07960603615641594
1772709354558164500,0.09216455078125,0.1123807630330324,0.09576375555731356,0.07994184398204088
1772709354568189400,0.102189453125,0.07851882544159888,0.1119486917586997,0.11058262756988406
1772709354578214400,0.11221435546875,0.066871642267704,0.1460804592674598,0.09583820903301238
1772709354588239400,0.1222392578125,0.06034136371612549,0.12304291722495109,0.0963351987697184
1772709354598264600,0.1322646484375,0.06204758311212062,0.09405501541066914,0.08746237567998469
1772709354608289500,0.14228955078125,0.023330022183060645,0.12649261928740888,0.08316818561740219
1772709354618314500,0.152314453125,0.023066402810811994,0.1395200047733262,0.09773016025945544
1772709354628339200,0.162339111328125,0.08553250359594822,0.16069222786799073,0.13244593820124864
1772709354638364400,0.172364501953125,0.10096037435233593,0.20260135137997567,0.16095007508657871
1772709354648388400,0.182388427734375,0.07941957367360591,0.21186445242892948,0.17502536219023168
1772709354658413300,0.192413330078125,0.08466098145842552,0.16839871059209108,0.1282838500857353
1772709354668438500,0.2024384765625,0.09502572360634803,0.13375965114831923,0.05075272050723433
1772709354678463500,0.21246337890625,-0.0027244565278291702,0.047136977695487435,-0.04205445026680827
1772709354688488400,0.222488525390625,-0.0807446847975254,-0.019257621644996104,-0.11785254550762474
1772709354698513200,0.23251318359375,-0.08307400452792645,-0.03990278865825385,-0.07880451051518321
1772709354708538400,0.242538330078125,-0.04376198483705521,0.016888517893478273,0.005443871554359794
1772709354718563300,0.252563232421875,-0.03221358586251735,0.07920607705339788,0.08242525829561054
1772709354728588300,0.26258837890625,-0.010382277804613113,0.10735603020619601,0.16617950017265976
1772709354738613200,0.27261328125,0.031962241449952127,0.1495577799892053,0.2008557498216629
1772709354748638500,0.282638427734375,0.05086100318729877,0.17598496447000653,0.18320333488360047
1772709354758662400,0.292662353515625,0.028500118297338485,0.1877982614584267,0.17212306487746537
1772709354768687400,0.302687255859375,0.08807108216285706,0.14677666137069462,0.1562391939818859
1772709354778712300,0.31271240234375,0.2533259417712688,0.07438132377807051,0.12983670555092394
1772709354788737300,0.3227373046875,0.32119360933899876,0.06184511934258043,0.14169482806175945
1772709354798762200,0.33276220703125,0.14704115752577782,0.10021003090906888,0.12485577533319592
1772709354808787500,0.342787353515625,-0.0023556232154369355,0.16518771265633403,0.09258410260789096
1772709354818812400,0.3528125,-0.018120763102173806,0.14477496615946292,0.06707001438401639
1772709354828837400,0.36283740234375,0.06540858397781849,0.0763612820815295,0.04582987715229392
1772709354838862300,0.3728623046875,0.05413724837899208,0.06946118383686989,0.03588087619841099
1772709354848887600,0.382887451171875,-0.015428455278277397,0.12856153451595453,0.04000212084688246
1772709354858912500,0.39291259765625,-0.011239771416783333,0.12706358757577835,0.06464417547658086
1772709354868936200,0.402936279296875,0.04129822507202625,0.09890965236760675,0.11425495940707624
1772709354878961400,0.41296142578125,0.052341012611985205,0.08138418827746063,0.11062215586267411
1772709354888986400,0.422986328125,-0.04507189839184284,0.07900266343578696,0.08771079748310148
1772709354899011300,0.43301123046875,-0.039914661759138104,0.09919175724461674,0.06303089506104588
1772709354909036300,0.443036376953125,0.03073942165672779,0.10149404283761977,0.0966821855764836
1772709354919061500,0.4530615234375,0.08883797488212584,0.11905410331711172,0.1301010555755347
1772709354929086500,0.46308642578125,0.10180091682970523,0.14622969501242042,0.10924999072663485
1772709354939111400,0.473111328125,0.06261456934511661,0.15363752358350902,0.12555851677507163
1772709354949136400,0.483136474609375,0.03734451901018619,0.16826259005703031,0.11611899971328675
1772709354959161300,0.493161376953125,0.06582125643193722,0.14338921088948844,0.10654613859541713
1772709354969186300,0.503186279296875,0.06772504422664642,0.12536752424761652,0.06656805621124803
1772709354979210500,0.51321044921875,0.07458850025534629,0.10307678198441862,0.07194492694400251
1772709354989235500,0.5232353515625,0.0640659371972084,0.11920012419167905,0.03458060725480318
1772709354999260400,0.533260498046875,0.0493260487049818,0.13693886570632458,0.05777012498863041
1772709355009285400,0.543285400390625,0.038488428348302836,0.1021868839399889,0.039297114382684226
1772709355019310600,0.553310546875,0.03844926538169384,0.06285506357010454,0.005643631910160184
1772709355029335600,0.56333544921875,0.07684417022764682,0.011272395044751464,0.021960560460761187
1772709355039360300,0.5733603515625,0.09278057502806186,0.01775485239923,0.05125124461390078
1772709355049385200,0.58338525390625,0.08656301568746566,0.04161393995769322,0.06597345131896436
1772709355059410400,0.593410400390625,0.042046997612714763,0.07836407327130436,0.09642346157506108
1772709355069435400,0.603435302734375,0.028979426246881483,0.08230491985157132,0.08967252601012587
1772709355079459300,0.613459228515625,0.027687048348784445,0.06761405813284217,0.09602306408062576
1772709355089484500,0.623484619140625,0.04340834909379482,0.09264277399256825,0.1071169972859323
1772709355099509500,0.633509521484375,0.07457797886133194,0.09778568983897566,0.14227116664499043
1772709355109534500,0.643534423828125,0.09566460603177547,0.10287830027025192,0.15175664174035192
1772709355119559200,0.65355908203125,0.09111059598922729,0.11502316730059682,0.13757204904332757
1772709355129584400,0.66358447265625,0.0987304233431816,0.10839322776682674,0.11275704899951815
1772709355139609300,0.673609375,0.08781739966273307,0.08935765137467533,0.12254903276078402
1772709355149634300,0.68363427734375,0.07739654341340065,0.11314677896946668,0.11745273253507911
1772709355159659300,0.6936591796875,0.05308861610889434,0.09228581378106027,0.10747253272533416
