time,seconds_elapsed,z,y,x
1772708525557688000,0.04868798828125,-0.837310791015625,-0.4779510498046875,0.02886962890625
1772708525567714000,0.058714111328125,-0.83111572265625,-0.4801025390625,0.0504150390625
1772708525577740000,0.068739990234375,-0.82757568359375,-0.485870361328125,0.0715789794921875
1772708525587765000,0.078764892578125,-0.8138275146484375,-0.4931640625,0.0960235595703125
1772708525597791000,0.088791015625,-0.8010101318359375,-0.5030670166015625,0.115142822265625
1772708525607817000,0.09881689453125,-0.7924652099609375,-0.5057373046875,0.119537353515625
1772708525617843000,0.108843017578125,-0.789337158203125,-0.4973907470703125,0.1111907958984375
1772708525627868000,0.118867919921875,-0.806396484375,-0.4907684326171875,0.101898193359375
1772708525637894000,0.128893798828125,-0.8093414306640625,-0.4836578369140625,0.09674072265625
1772708525647919900,0.138919921875,-0.8161773681640625,-0.4727783203125,0.0951080322265625
1772708525657945900,0.14894580078125,-0.804412841796875,-0.45556640625,0.0978240966796875
1772708525667970800,0.158970703125,-0.7881317138671875,-0.4446563720703125,0.1108856201171875
1772708525677996800,0.168996826171875,-0.770172119140625,-0.43212890625,0.1212615966796875
1772708525688022800,0.179022705078125,-0.7396240234375,-0.42218017578125,0.1157684326171875
1772708525698048800,0.189048828125,-0.7734222412109375,-0.439483642578125,0.109893798828125
1772708525708073700,0.19907373046875,-0.83770751953125,-0.4618072509765625,0.071868896484375
1772708525718099700,0.209099609375,-0.874725341796875,-0.45904541015625,0.0159912109375
1772708525728125700,0.219125732421875,-0.8888702392578125,-0.4224395751953125,-0.003021240234375
1772708525738151000,0.22915087890625,-0.9110107421875,-0.3648223876953125,-0.03338623046875
1772708525748177000,0.239177001953125,-0.969024658203125,-0.3083953857421875,-0.0410003662109375
1772708525758203100,0.249203125,-1.0426177978515625,-0.2940216064453125,-0.0369415283203125
1772708525768229000,0.25922900390625,-1.0852813720703125,-0.33087158203125,-0.0253448486328125
1772708525778254000,0.269254150390625,-1.0855560302734375,-0.392425537109375,0.0031280517578125
1772708525788280000,0.279280029296875,-1.06085205078125,-0.4579315185546875,0.0413055419921875
1772708525798306000,0.28930615234375,-1.0221405029296875,-0.516693115234375,0.077728271484375
1772708525808332000,0.29933203125,-0.9714508056640625,-0.5480499267578125,0.1004791259765625
1772708525818357000,0.30935693359375,-0.91668701171875,-0.560943603515625,0.1151580810546875
1772708525828383000,0.319383056640625,-0.8728179931640625,-0.5577850341796875,0.1136932373046875
1772708525838409000,0.329408935546875,-0.8350982666015625,-0.524383544921875,0.0893096923828125
1772708525848435000,0.33943505859375,-0.800262451171875,-0.5343475341796875,0.1339874267578125
1772708525858460000,0.3494599609375,-0.752838134765625,-0.538055419921875,0.2105255126953125
1772708525868486000,0.35948583984375,-0.707977294921875,-0.5068359375,0.287872314453125
1772708525878511900,0.369511962890625,-0.6579437255859375,-0.466033935546875,0.3565826416015625
1772708525888537900,0.379537841796875,-0.5843353271484375,-0.4087371826171875,0.3518524169921875
1772708525898562800,0.389562744140625,-0.532958984375,-0.4056396484375,0.363525390625
1772708525908588800,0.3995888671875,-0.4579010009765625,-0.396575927734375,0.4345703125
1772708525918614800,0.40961474609375,-0.347320556640625,-0.3832550048828125,0.4157867431640625
1772708525928640800,0.419640869140625,-0.2876739501953125,-0.2959136962890625,0.34381103515625
1772708525938666000,0.429666015625,-0.334869384765625,-0.2914276123046875,0.2967376708984375
1772708525948692000,0.43969189453125,-0.49151611328125,-0.2953338623046875,0.2911834716796875
1772708525958717700,0.4497177734375,-0.5963897705078125,-0.2480316162109375,0.2585296630859375
1772708525968743000,0.459742919921875,-0.5985870361328125,-0.189483642578125,0.1870574951171875
1772708525978769000,0.469768798828125,-0.617919921875,-0.080230712890625,0.1601409912109375
1772708525988795000,0.479794921875,-0.5942840576171875,-0.00579833984375,0.1525421142578125
1772708525998821000,0.489821044921875,-0.3806304931640625,-0.0306396484375,0.1009063720703125
1772708526008845800,0.499845703125,-0.4349517822265625,-0.1511993408203125,0.19073486328125
1772708526018872000,0.5098720703125,-0.4173126220703125,-0.2863311767578125,0.3726654052734375
1772708526028898000,0.51989794921875,-0.4821014404296875,-0.317108154296875,0.4010772705078125
1772708526038924000,0.529924072265625,-0.54803466796875,-0.299530029296875,0.347991943359375
1772708526048949000,0.539948974609375,-0.608306884765625,-0.3417510986328125,0.3031768798828125
1772708526058975000,0.54997509765625,-0.582763671875,-0.3141937255859375,0.292633056640625
1772708526069001000,0.5600009765625,-0.6998443603515625,-0.354248046875,0.2430572509765625
1772708526079027000,0.57002685546875,-0.8184661865234375,-0.3558197021484375,0.2624969482421875
1772708526089052000,0.580052001953125,-1.1468658447265625,-0.4690093994140625,0.3793182373046875
1772708526099078000,0.590077880859375,-1.550994873046875,-0.4928436279296875,0.368499755859375
1772708526109103900,0.600103759765625,-1.88897705078125,-0.3739776611328125,0.2411651611328125
1772708526119129900,0.6101298828125,-2.0761260986328125,-0.190185546875,0.1459503173828125
1772708526132914000,0.623913818359375,-2.28277587890625,0.0065155029296875,0.166168212890625
1772708526142940000,0.63393994140625,-2.3699951171875,0.147064208984375,0.0850830078125
1772708526152966100,0.643966064453125,-2.48724365234375,0.2067413330078125,0.0215911865234375
1772708526162992000,0.6539921875,-2.6507110595703125,0.1038818359375,0.0193023681640625
1772708526173017000,0.66401708984375,-2.698577880859375,-0.0118560791015625,-0.0291595458984375
1772708526183043000,0.67404296875,-2.6651763916015625,-0.1093902587890625,-0.0377349853515625
1772708526193069000,0.684069091796875,-2.60272216796875,-0.2218475341796875,0.0236053466796875
1772708526203094000,0.694093994140625,-2.5482940673828125,-0.309661865234375,0.0444793701171875
1772708526213120000,0.7041201171875,-2.4917755126953125,-0.4054107666015625,0.0360260009765625
1772708526223146000,0.71414599609375,-2.350311279296875,-0.5038604736328125,0.04412841796875
1772708526233172000,0.724171875,-2.1954345703125,-0.5901947021484375,0.025146484375
1772708526243197000,0.734197021484375,-2.1041259765625,-0.658843994140625,-0.0145416259765625
1772708526253223000,0.744222900390625,-1.9816131591796875,-0.66552734375,-0.0638427734375
1772708526263249000,0.754248779296875,-1.7388153076171875,-0.65966796875,-0.1094207763671875
1772708526273275000,0.76427490234375,-1.4141387939453125,-0.6573944091796875,-0.096343994140625
1772708526283299800,0.7742998046875,-1.09783935546875,-0.6581268310546875,-0.04730224609375
1772708526293325800,0.784325927734375,-0.8361358642578125,-0.6448974609375,0.00091552734375
1772708526303351800,0.794351806640625,-0.626708984375,-0.6071624755859375,0.0191802978515625
1772708526313377800,0.804377685546875,-0.456878662109375,-0.5287322998046875,-0.073150634765625
1772708526323403000,0.814403076171875,-0.328399658203125,-0.4179534912109375,-0.1971282958984375
1772708526333428700,0.8244287109375,-0.2379913330078125,-0.2711334228515625,-0.25494384765625
1772708526343454700,0.834454833984375,-0.1913299560546875,-0.1366424560546875,-0.2532196044921875
1772708526353480700,0.844480712890625,-0.20721435546875,0.01934814453125,-0.2616424560546875
1772708526363506000,0.854505859375,-0.239288330078125,0.168670654296875,-0.18768310546875
1772708526373532000,0.864531982421875,-0.2300262451171875,0.2115631103515625,-0.0307159423828125
1772708526383558100,0.87455810546875,-0.1578521728515625,0.1551513671875,0.08172607421875
1772708526393582800,0.884582763671875,-0.0586395263671875,0.0855865478515625,0.14324951171875
1772708526403609000,0.894609130859375,0.0508880615234375,0.0226287841796875,0.18341064453125
1772708526413635000,0.904635009765625,0.1473846435546875,-0.0139923095703125,0.198883056640625
1772708526423661000,0.9146611328125,0.1982879638671875,0.0034332275390625,0.1880035400390625
1772708526433685800,0.924685791015625,0.224334716796875,0.044219970703125,0.159698486328125
1772708526443711700,0.934711669921875,0.2363128662109375,0.0923919677734375,0.115570068359375
1772708526453737700,0.94473779296875,0.2146759033203125,0.1461334228515625,0.0826568603515625
1772708526463763700,0.954763671875,0.1753082275390625,0.154876708984375,0.103363037109375
1772708526473788700,0.96478857421875,0.0883636474609375,0.104034423828125,0.1851654052734375
1772708526483814700,0.974814697265625,-0.1317138671875,-0.0109405517578125,0.3045196533203125
1772708526493840600,0.984840576171875,-0.1416168212890625,-0.1227569580078125,0.3264923095703125
1772708526503867000,0.994866943359375,-0.1211090087890625,-0.167236328125,0.2964019775390625
1772708526513891600,1.0048916015625,-0.124359130859375,-0.16912841796875,0.2335662841796875
1772708526523917600,1.01491748046875,-0.2088775634765625,-0.185821533203125,0.16705322265625
1772708526533943800,1.02494384765625,-0.3826141357421875,-0.212005615234375,0.16204833984375
1772708526543968800,1.03496875,-0.5285491943359375,-0.2136993408203125,0.1403350830078125
1772708526553995000,1.0449951171875,-0.6542205810546875,-0.17974853515625,0.09619140625
1772708526564021000,1.05502099609375,-0.797515869140625,-0.2021026611328125,0.0593719482421875
1772708526574047000,1.065046875,-0.8191680908203125,-0.1604766845703125,0.079833984375
1772708526584072000,1.075072021484375,-0.7275390625,-0.094146728515625,0.1128692626953125
1772708526594098000,1.085097900390625,-0.64459228515625,-0.0498046875,0.122406005859375
1772708526604124000,1.0951240234375,-0.5989532470703125,-0.0298004150390625,0.099395751953125
1772708526614150000,1.10514990234375,-0.6025543212890625,-0.01361083984375,0.0543975830078125
1772708526624174800,1.1151748046875,-0.6137237548828125,0.0331573486328125,0.011932373046875
1772708526634200800,1.125200927734375,-0.6094512939453125,0.095489501953125,-0.0439910888671875
1772708526644226800,1.135226806640625,-0.6259918212890625,0.14739990234375,-0.1184539794921875
1772708526654252800,1.145252685546875,-0.7263031005859375,0.2195587158203125,-0.1987762451171875
1772708526664277800,1.15527783203125,-0.875946044921875,0.2847442626953125,-0.2459869384765625
1772708526674303700,1.1653037109375,-1.03125,0.3362884521484375,-0.2610626220703125
1772708526684329700,1.175329833984375,-1.0829315185546875,0.343292236328125,-0.2469635009765625
1772708526694354700,1.185354736328125,-0.992889404296875,0.31488037109375,-0.25140380859375
1772708526704380700,1.195380615234375,-0.8220367431640625,0.2511138916015625,-0.28216552734375
1772708526714406700,1.20540673828125,-0.735595703125,0.118438720703125,-0.3000946044921875
1772708526724432600,1.2154326171875,-0.90069580078125,-0.1884765625,-0.18572998046875
1772708526734457900,1.225457763671875,-1.273284912109375,-0.7490386962890625,0.11572265625
1772708526744483600,1.235483642578125,-1.5049591064453125,-1.1457977294921875,0.24951171875
1772708526754509600,1.245509521484375,-1.5453033447265625,-1.07061767578125,0.0020294189453125
1772708526764535800,1.255535888671875,-1.7895050048828125,-1.033477783203125,-0.0851287841796875
1772708526774560800,1.265560791015625,-2.2538299560546875,-0.8967132568359375,-0.025360107421875
1772708526784587000,1.2755869140625,-2.6056365966796875,-0.428009033203125,-0.02996826171875
1772708526794613000,1.285613037109375,-2.791290283203125,-0.15771484375,-0.0485992431640625
1772708526804639000,1.295638916015625,-3.0560150146484375,-0.0774993896484375,0.048492431640625
1772708526814664000,1.305663818359375,-3.3982696533203125,-0.2008056640625,0.388275146484375
1772708526824690000,1.31568994140625,-3.7664337158203125,-0.547943115234375,0.3127899169921875
1772708526834716000,1.3257158203125,-4.0158233642578125,-0.88916015625,-0.20111083984375
1772708526844740900,1.335740966796875,-3.8723297119140625,-0.94140625,-0.87786865234375
1772708526854766800,1.345766845703125,-3.4999847412109375,-0.8776397705078125,-1.2803497314453125
1772708526864792800,1.355792724609375,-2.9134521484375,-0.85791015625,-1.19390869140625
1772708526874818800,1.36581884765625,-2.1354827880859375,-0.8023529052734375,-0.8992462158203125
1772708526884843800,1.37584375,-1.366363525390625,-0.7222137451171875,-0.572113037109375
1772708526894869800,1.385869873046875,-0.8411865234375,-0.5836639404296875,-0.354888916015625
1772708526904895700,1.395895751953125,-0.49853515625,-0.449859619140625,-0.2937774658203125
1772708526914921700,1.405921630859375,-0.253326416015625,-0.308746337890625,-0.2714691162109375
1772708526924946700,1.41594677734375,-0.0834197998046875,-0.1661834716796875,-0.2468414306640625
1772708526934972700,1.42597265625,0.0035858154296875,-0.042633056640625,-0.2266082763671875
1772708526944998700,1.43599853515625,0.02276611328125,0.019256591796875,-0.196563720703125
1772708526955024000,1.44602392578125,0.036834716796875,0.066192626953125,-0.133697509765625
1772708526965049900,1.4560498046875,0.0657806396484375,0.0907440185546875,-0.033203125
1772708526975075800,1.466075927734375,0.1356048583984375,0.1139373779296875,0.047027587890625
